Enemie,Game,Relation
Snifit,Mario Party Superstars,ENEMY_IN
Snifit,Mario & Luigi: Paper Jam,ENEMY_IN
Snifit,Super Mario Party Jamboree,ENEMY_IN
Snow Pokey,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Snow Pokey,Super Mario Maker 2,ENEMY_IN
Snow Spike,New Super Mario Bros.,ENEMY_IN
Snow Spike,Super Mario Maker 2,ENEMY_IN
Spark,Super Mario Bros. 2,ENEMY_IN
Spear Guy,Mario Party,ENEMY_IN
Spear Guy,Mario vs. Donkey Kong,ENEMY_IN
Spear Guy,Mario & Luigi: Dream Team,ENEMY_IN
Spear Guy,Mario Party 2,ENEMY_IN
Spear Guy,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Spear Guy,Mario & Luigi: Paper Jam,ENEMY_IN
Spear Guy,Mario Party 3,ENEMY_IN
Spear Guy,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Spear Guy,Mario Party Advance,ENEMY_IN
Spear Guy,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Spear Guy,Mario Party 7,ENEMY_IN
Spear Guy,Mario Party 8,ENEMY_IN
Spike,Super Mario Bros. 3,ENEMY_IN
Spike,Mario Party 9,ENEMY_IN
Spike,Mario & Luigi: Paper Jam,ENEMY_IN
Spike,New Super Mario Bros.,ENEMY_IN
Spike,Mario Party: Island Tour,ENEMY_IN
Spike,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Spike,New Super Mario Bros. Wii,ENEMY_IN
Spike,Mario Party 10,ENEMY_IN
Spike,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Spike,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Spike,Mario Party: Star Rush,ENEMY_IN
Spike,Mario & Luigi: Brothership,ENEMY_IN
Spike,Super Mario 3D World,ENEMY_IN
Spike,Super Mario Party,ENEMY_IN
Spike,Super Mario Run,ENEMY_IN
Spike,Super Mario Party Jamboree,ENEMY_IN
Spike,Super Mario Maker 2,ENEMY_IN
Spike,Super Mario Bros. Wonder,ENEMY_IN
Spike Trap,Super Mario Bros. 2,ENEMY_IN
Spike Trap,Super Mario Bros. 3,ENEMY_IN
Spike Trap,Super Mario Land,ENEMY_IN
Spike Trap,Super Mario World,ENEMY_IN
Spike Trap,Super Mario Bros. Deluxe,ENEMY_IN
Spike Trap,Super Mario Sunshine,ENEMY_IN
Spike Trap,New Super Mario Bros.,ENEMY_IN
Spike Trap,Super Mario Galaxy,ENEMY_IN
Spike Trap,New Super Mario Bros. Wii,ENEMY_IN
Spike Trap,Super Mario Galaxy 2,ENEMY_IN
Spike Trap,Super Mario 3D Land,ENEMY_IN
Spike Trap,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Spike Trap,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Spike Trap,Super Mario Run,ENEMY_IN
Spike Trap,Super Mario Odyssey,ENEMY_IN
Spike Trap,Super Mario Bros. Wonder,ENEMY_IN
Spiky Topman,Super Mario Galaxy,ENEMY_IN
Spiky Topman,Super Mario Galaxy 2,ENEMY_IN
Spiky Parabuzzy,Super Mario Maker series,ENEMY_IN
Spinner,Super Mario World,ENEMY_IN
Spinner,New Super Mario Bros.,ENEMY_IN
Spinner,New Super Mario Bros. Wii,ENEMY_IN
Spinner,Super Mario 3D Land,ENEMY_IN
Spinner,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Spiny Piranha Plant,Super Mario Galaxy,ENEMY_IN
Spiny Piranha Plant,Super Mario Galaxy 2,ENEMY_IN
Spiny Cheep Cheep,Super Mario Bros. 3,ENEMY_IN
Spiny Cheep Cheep,Super Mario Party,ENEMY_IN
Spiny Cheep Cheep,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Spiny Cheep Cheep,Super Mario Party Jamboree,ENEMY_IN
Spiny Cheep Cheep,Super Mario Galaxy,ENEMY_IN
Spiny Cheep Cheep,New Super Mario Bros. Wii,ENEMY_IN
Spiny Cheep Cheep,Super Mario Galaxy 2,ENEMY_IN
Spiny Cheep Cheep,New Super Mario Bros. 2,ENEMY_IN
Spiny Cheep Cheep,New Super Mario Bros. U,ENEMY_IN
Spiny Egg,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Spiny Egg,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Spiny Egg,Super Mario Bros. 3,ENEMY_IN
Spiny Egg,Mario & Luigi: Partners in Time,ENEMY_IN
Spiny Egg,Super Mario World,ENEMY_IN
Spiny Egg,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Spiny Egg,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Spiny Egg,Mario & Luigi: Dream Team,ENEMY_IN
Spiny Egg,New Super Mario Bros.,ENEMY_IN
Spiny Egg,Mario & Luigi: Paper Jam,ENEMY_IN
Spiny Egg,New Super Mario Bros. Wii,ENEMY_IN
Spiny Egg,Mario & Luigi: Brothership,ENEMY_IN
Spiny Egg,Super Mario Galaxy 2,ENEMY_IN
Spiny Egg,New Super Mario Bros. 2,ENEMY_IN
Spiny Egg,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Spiny Egg,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Spiny,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Spiny,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Spiny,Super Mario Bros. 3,ENEMY_IN
Spiny,Mario & Luigi: Partners in Time,ENEMY_IN
Spiny,Super Mario World,ENEMY_IN
Spiny,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Spiny,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Spiny,Mario & Luigi: Dream Team,ENEMY_IN
Spiny,New Super Mario Bros.,ENEMY_IN
Spiny,Mario & Luigi: Paper Jam,ENEMY_IN
Spiny,New Super Mario Bros. Wii,ENEMY_IN
Spiny,Mario & Luigi: Brothership,ENEMY_IN
Spiny,Super Mario Galaxy 2,ENEMY_IN
Spiny,Super Mario 3D Land,ENEMY_IN
Spiny,New Super Mario Bros. 2,ENEMY_IN
Spiny,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Spiny,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Spiny,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Spiny,Super Mario Run,ENEMY_IN
Spiny,Super Mario Odyssey,ENEMY_IN
Spiny,Super Mario Maker 2,ENEMY_IN
Spiny,Super Mario Bros. Wonder,ENEMY_IN
Stalking Piranha Plant,New Super Mario Bros. Wii,ENEMY_IN
Stalking Piranha Plant,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Stalking Piranha Plant,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Stalking Piranha Plant,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Stingby,Super Mario 3D Land,ENEMY_IN
Stingby,Mario Kart 7,ENEMY_IN
Stingby,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Stingby,Mario Kart World,ENEMY_IN
Stingby,Super Mario Odyssey,ENEMY_IN
Stingby,Super Mario Maker 2,ENEMY_IN
Stone Spike,New Super Mario Bros. Wii,ENEMY_IN
Stone Spike,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Stretch,Super Mario Bros. 3,ENEMY_IN
Stretch,Super Mario Maker series,ENEMY_IN
Stretch,Super Mario Run,ENEMY_IN
Sumo Bro,Super Mario World,ENEMY_IN
Sumo Bro,Super Mario Party,ENEMY_IN
Sumo Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Sumo Bro,Super Mario Party Jamboree,ENEMY_IN
Sushi,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Sushi,Mario Kart Arcade GP DX,ENEMY_IN
Sushi,Mario Party,ENEMY_IN
Sushi,New Super Mario Bros.,ENEMY_IN
Sushi,Mario Kart Tour,ENEMY_IN
Sushi,Mario Party 2,ENEMY_IN
Sushi,Mario Party 3,ENEMY_IN
Sushi,Mario Party 4,ENEMY_IN
Sushi,Mario Party Advance,ENEMY_IN
Sushi,Mario Party 7,ENEMY_IN
Sushi,Mario Party 9,ENEMY_IN
Sushi,Super Mario Party Jamboree,ENEMY_IN
Swoop,Super Mario World,ENEMY_IN
Swoop,Mario Kart DS,ENEMY_IN
Swoop,Mario & Luigi: Paper Jam,ENEMY_IN
Swoop,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Swoop,Mario Kart Wii,ENEMY_IN
Swoop,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Swoop,New Super Mario Bros.,ENEMY_IN
Swoop,Mario Kart 7,ENEMY_IN
Swoop,New Super Mario Bros. Wii,ENEMY_IN
Swoop,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Swoop,New Super Mario Bros. 2,ENEMY_IN
Swoop,Mario Kart Tour,ENEMY_IN
Swoop,New Super Mario Bros. U,ENEMY_IN
Swoop,Mario Kart World,ENEMY_IN
Swoop,Super Mario Run,ENEMY_IN
Tail Boo,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Tail Boo,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Tanoomba,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Tanoomba,Mario & Luigi: Partners in Time,ENEMY_IN
Thorny flower,Super Mario Galaxy,ENEMY_IN
Thorny flower,Super Mario Galaxy 2,ENEMY_IN
Thorny flower,Super Mario 3D Land,ENEMY_IN
Thwimp,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Thwimp,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Thwimp,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Thwomp,Super Mario Bros. 3,ENEMY_IN
Thwomp,Super Mario Kart,ENEMY_IN
Thwomp,Mario Party,ENEMY_IN
Thwomp,Mario vs. Donkey Kong,ENEMY_IN
Thwomp,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Thwomp,Super Mario World,ENEMY_IN
Thwomp,Mario Kart 64,ENEMY_IN
Thwomp,Mario Party 2,ENEMY_IN
Thwomp,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Thwomp,Mario & Luigi: Partners in Time,ENEMY_IN
Thwomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Thwomp,Mario Kart: Super Circuit,ENEMY_IN
Thwomp,Mario Party 3,ENEMY_IN
Thwomp,Mario vs. Donkey Kong: Minis March Again!,ENEMY_IN
Thwomp,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Thwomp,New Super Mario Bros.,ENEMY_IN
Thwomp,Mario Kart: Double Dash!!,ENEMY_IN
Thwomp,Mario Party 4,ENEMY_IN
Thwomp,Mario vs. Donkey Kong: Mini-Land Mayhem!,ENEMY_IN
Thwomp,Mario & Luigi: Dream Team,ENEMY_IN
Thwomp,Super Mario Galaxy,ENEMY_IN
Thwomp,Mario Kart DS,ENEMY_IN
Thwomp,Mario Party 5,ENEMY_IN
Thwomp,Mario vs. Donkey Kong: Tipping Stars,ENEMY_IN
Thwomp,Mario & Luigi: Paper Jam,ENEMY_IN
Thwomp,New Super Mario Bros. Wii,ENEMY_IN
Thwomp,Mario Kart Wii,ENEMY_IN
Thwomp,Mario Party 6,ENEMY_IN
Thwomp,Super Mario Galaxy 2,ENEMY_IN
Thwomp,Mario Kart Arcade GP subseries,ENEMY_IN
Thwomp,Mario Party Advance,ENEMY_IN
Thwomp,Super Mario 3D Land,ENEMY_IN
Thwomp,Mario Kart 7,ENEMY_IN
Thwomp,Mario Party 7,ENEMY_IN
Thwomp,New Super Mario Bros. 2,ENEMY_IN
Thwomp,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Thwomp,Mario Party 8,ENEMY_IN
Thwomp,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Thwomp,Mario Kart Tour,ENEMY_IN
Thwomp,Mario Party DS,ENEMY_IN
Thwomp,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Thwomp,Mario Party 9,ENEMY_IN
Thwomp,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Thwomp,Mario Party: Island Tour,ENEMY_IN
Thwomp,Super Mario Run,ENEMY_IN
Thwomp,Mario Party: The Top 100,ENEMY_IN
Thwomp,Super Mario Maker 2,ENEMY_IN
Thwomp,Super Mario Party,ENEMY_IN
Thwomp,Super Mario Bros. Wonder,ENEMY_IN
Thwomp,Mario Party Superstars,ENEMY_IN
Thwomp,Super Mario Party Jamboree,ENEMY_IN
Toady,Mario Party 5,ENEMY_IN
Toady,Mario Party 6,ENEMY_IN
Toady,Mario Party Advance,ENEMY_IN
Toady,Mario Party 7,ENEMY_IN
Toady,Mario Party 8,ENEMY_IN
Toady,Mario Party: Island Tour,ENEMY_IN
Toady,Super Mario Party,ENEMY_IN
Toady,Super Mario Party Jamboree,ENEMY_IN
Toad (species),Super Mario Bros.,ENEMY_IN
Toad (species),Super Mario Bros. Deluxe,ENEMY_IN
Toad (species),Super Mario 3D Land,ENEMY_IN
Toad (species),Super Mario Bros. Wonder,ENEMY_IN
Tornado,Super Mario Bros. 3,ENEMY_IN
Tornado,Mario Kart: Double Dash!!,ENEMY_IN
Tornado,Mario & Luigi: Paper Jam,ENEMY_IN
Tornado,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Tornado,Mario Kart Arcade GP series,ENEMY_IN
Tornado,Mario & Luigi: Brothership,ENEMY_IN
Tornado,Super Mario Sunshine,ENEMY_IN
Tornado,Mario Kart World,ENEMY_IN
Tornado,New Super Mario Bros.,ENEMY_IN
Tornado,Super Mario Galaxy / Super Mario Galaxy 2,ENEMY_IN
Tornado,Super Mario Maker 2,ENEMY_IN
Torpedo tube,Super Mario World,ENEMY_IN
Torpedo tube,Super Mario Galaxy,ENEMY_IN
Torpedo tube,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Torpedo Ted,Super Mario World,ENEMY_IN
Torpedo Ted,Super Mario Galaxy,ENEMY_IN
Torpedo Ted,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Tox Box,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Tox Box,Super Mario Galaxy,ENEMY_IN
Tox Box,Super Mario Galaxy 2,ENEMY_IN
Trouter,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Trouter,BS Super Mario USA,ENEMY_IN
Ty-foo,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Ty-foo,Super Mario Odyssey,ENEMY_IN
Ukiki,Mario Party 3,ENEMY_IN
Ukiki,Mario Party 4,ENEMY_IN
Ukiki,Mario Party 5,ENEMY_IN
Ukiki,Mario Party 6,ENEMY_IN
Ukiki,Mario Party Advance,ENEMY_IN
Ukiki,Mario Party 7,ENEMY_IN
Ukiki,Mario Party 8,ENEMY_IN
Ukiki,Mario Party: The Top 100,ENEMY_IN
Ukiki,Mario Party Superstars,ENEMY_IN
Ukiki,Super Mario Party Jamboree,ENEMY_IN
Unshelled Koopa,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Unshelled Koopa,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Unshelled Koopa,Super Mario Sunshine,ENEMY_IN
Unshelled Koopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Unshelled Koopa,Super Mario Maker series,ENEMY_IN
Urchin,Super Mario World,ENEMY_IN
Urchin,Mario Party 9 / Mario Party: The Top 100,ENEMY_IN
Urchin,Mario & Luigi: Paper Jam,ENEMY_IN
Urchin,Super Mario Galaxy,ENEMY_IN
Urchin,Mario Party 10 / Mario Party Superstars,ENEMY_IN
Urchin,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Urchin,New Super Mario Bros. Wii,ENEMY_IN
Urchin,Super Mario Party,ENEMY_IN
Urchin,Super Mario Galaxy 2,ENEMY_IN
Urchin,Super Mario Party Jamboree,ENEMY_IN
Urchin,New Super Mario Bros. 2,ENEMY_IN
Urchin,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Urchin,Super Mario Bros. Wonder,ENEMY_IN
Virus,Mario Kart Arcade GP subseries,ENEMY_IN
Virus,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Virus,Super Smash Bros. Melee,ENEMY_IN
Virus,Mario Kart Tour,ENEMY_IN
Virus,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Virus,Super Smash Bros. Brawl,ENEMY_IN
Virus,Mario & Luigi: Dream Team,ENEMY_IN
Virus,Super Smash Bros. for Wii U,ENEMY_IN
Virus,Super Smash Bros. Ultimate,ENEMY_IN
Volcanic debris,New Super Mario Bros.,ENEMY_IN
Volcanic debris,Mario Kart: Super Circuit,ENEMY_IN
Volcanic debris,New Super Mario Bros. Wii,ENEMY_IN
Volcanic debris,Mario Kart Wii,ENEMY_IN
Volcanic debris,New Super Mario Bros. 2,ENEMY_IN
Volcanic debris,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Volcanic debris,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Volcanic debris,Mario Kart Tour,ENEMY_IN
Volcanic debris,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Volcanic debris,Super Mario Bros. Wonder,ENEMY_IN
Waddlewing,Mario Party: Island Tour,ENEMY_IN
Waddlewing,Mario Party 10,ENEMY_IN
Walleye,Super Mario Party,ENEMY_IN
Walleye,Super Mario Party Jamboree,ENEMY_IN
Whale,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2 / Super Mario Advance,ENEMY_IN
Whale,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
White Magikoopa,Mario & Luigi: Dream Team,ENEMY_IN
White Magikoopa,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
White Magikoopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Whomp,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Whomp,Mario Kart Tour,ENEMY_IN
Whomp,Mario Party,ENEMY_IN
Whomp,Mario & Luigi: Paper Jam,ENEMY_IN
Whomp,New Super Mario Bros.,ENEMY_IN
Whomp,Mario Kart 8 Deluxe,ENEMY_IN
Whomp,Mario Party 2,ENEMY_IN
Whomp,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Whomp,Super Mario Galaxy 2,ENEMY_IN
Whomp,Mario Kart World,ENEMY_IN
Whomp,Mario Party 3,ENEMY_IN
Whomp,New Super Mario Bros. 2,ENEMY_IN
Whomp,Mario Party 4,ENEMY_IN
Whomp,Mario Party 5,ENEMY_IN
Whomp,Mario Party 6,ENEMY_IN
Whomp,Mario Party Advance,ENEMY_IN
Whomp,Mario Party 7,ENEMY_IN
Whomp,Mario Party 8,ENEMY_IN
Whomp,Mario Party DS,ENEMY_IN
Whomp,Mario Party 9,ENEMY_IN
Whomp,Mario Party: Island Tour,ENEMY_IN
Whomp,Mario Party 10,ENEMY_IN
Whomp,Mario Party: The Top 100,ENEMY_IN
Whomp,Super Mario Party,ENEMY_IN
Whomp,Mario Party Superstars,ENEMY_IN
Whomp,Super Mario Party Jamboree,ENEMY_IN
Wiggler,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Wiggler,Mario Kart: Double Dash!!,ENEMY_IN
Wiggler,Mario Party 2,ENEMY_IN
Wiggler,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Wiggler,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Wiggler,Mario Kart DS,ENEMY_IN
Wiggler,Mario Party 3,ENEMY_IN
Wiggler,Mario & Luigi: Partners in Time,ENEMY_IN
Wiggler,Super Mario Sunshine,ENEMY_IN
Wiggler,Mario Kart Wii,ENEMY_IN
Wiggler,Mario Party 5,ENEMY_IN
Wiggler,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Wiggler,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Wiggler,Mario Kart 7,ENEMY_IN
Wiggler,Mario Party 6,ENEMY_IN
Wiggler,Mario & Luigi: Dream Team,ENEMY_IN
Wiggler,New Super Mario Bros.,ENEMY_IN
Wiggler,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Wiggler,Mario Party 7,ENEMY_IN
Wiggler,Mario & Luigi: Paper Jam,ENEMY_IN
Wiggler,Super Mario Galaxy,ENEMY_IN
Wiggler,Mario Kart Tour,ENEMY_IN
Wiggler,Mario Party 8,ENEMY_IN
Wiggler,Mario & Luigi: Brothership,ENEMY_IN
Wiggler,New Super Mario Bros. Wii,ENEMY_IN
Wiggler,Mario Kart World,ENEMY_IN
Wiggler,Mario Party DS,ENEMY_IN
Wiggler,Super Mario Galaxy 2,ENEMY_IN
Wiggler,Mario Party 9,ENEMY_IN
Wiggler,New Super Mario Bros. 2,ENEMY_IN
Wiggler,Mario Party: Island Tour,ENEMY_IN
Wiggler,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Wiggler,Mario Party 10,ENEMY_IN
Wiggler,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Wiggler,Mario Party: Star Rush,ENEMY_IN
Wiggler,Super Mario Odyssey,ENEMY_IN
Wiggler,Mario Party: The Top 100,ENEMY_IN
Wiggler,Super Mario Maker 2,ENEMY_IN
Wiggler,Super Mario Party,ENEMY_IN
Wiggler,Super Mario Bros. Wonder,ENEMY_IN
Wiggler,Super Mario Party Jamboree,ENEMY_IN
Zinger,Super Smash Bros. Brawl,ENEMY_IN
Zinger,Super Smash Bros. for Wii U,ENEMY_IN
Zinger,Super Smash Bros. Ultimate,ENEMY_IN
