Enemie,Game,Relation
Galoomba,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Galoomba,Mario Party Advance,ENEMY_IN
Galoomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Galoomba,Mario Party 10,ENEMY_IN
Galoomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Galoomba,Mario Party: Star Rush,ENEMY_IN
Galoomba,Super Mario Maker 2,ENEMY_IN
Galoomba,Super Mario Party,ENEMY_IN
Galoomba,Mario Party Superstars,ENEMY_IN
Galoomba,Super Mario Party Jamboree,ENEMY_IN
Gold Boo,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Gold Boo,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Gold Cheep Cheep,Mario Party 4,ENEMY_IN
Gold Cheep Cheep,Mario Party 5,ENEMY_IN
Gold Cheep Cheep,Mario Party 10,ENEMY_IN
Gold Cheep Cheep,Mario Party: Star Rush,ENEMY_IN
Gold Cheep Cheep,Super Mario Party,ENEMY_IN
Gold Piranha Plant,Mario Party 10,ENEMY_IN
Gold Piranha Plant,Mario Party: Star Rush,ENEMY_IN
Bone Goomba,New Super Mario Bros. 2,ENEMY_IN
Bone Goomba,Super Mario Bros. Wonder,ENEMY_IN
Goomba,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Goomba,Mario Kart: Super Circuit,ENEMY_IN
Goomba,Mario Party,ENEMY_IN
Goomba,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Goomba,Super Smash Bros. Melee,ENEMY_IN
Goomba,Super Mario Bros. 3,ENEMY_IN
Goomba,Mario Kart: Double Dash !!,ENEMY_IN
Goomba,Mario Party 2,ENEMY_IN
Goomba,Mario & Luigi: Partners in Time,ENEMY_IN
Goomba,Super Smash Bros. Brawl,ENEMY_IN
Goomba,Super Mario Land,ENEMY_IN
Goomba,Mario Kart DS,ENEMY_IN
Goomba,Mario Party 3,ENEMY_IN
Goomba,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Goomba,Super Smash Bros. for Nintendo 3DS / Wii U,ENEMY_IN
Goomba,Super Mario World,ENEMY_IN
Goomba,Mario Kart Wii,ENEMY_IN
Goomba,Mario Party 4,ENEMY_IN
Goomba,Mario & Luigi: Dream Team,ENEMY_IN
Goomba,Super Smash Bros. Ultimate,ENEMY_IN
Goomba,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Goomba,Mario Kart 7,ENEMY_IN
Goomba,Mario Party 5,ENEMY_IN
Goomba,Mario & Luigi: Paper Jam,ENEMY_IN
Goomba,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Goomba,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Goomba,Mario Party 6,ENEMY_IN
Goomba,Mario & Luigi: Brothership,ENEMY_IN
Goomba,New Super Mario Bros.,ENEMY_IN
Goomba,Mario Kart Tour,ENEMY_IN
Goomba,Mario Party Advance,ENEMY_IN
Goomba,Super Mario Galaxy,ENEMY_IN
Goomba,Mario Kart World,ENEMY_IN
Goomba,Mario Party 7,ENEMY_IN
Goomba,New Super Mario Bros. Wii,ENEMY_IN
Goomba,Mario Party 8,ENEMY_IN
Goomba,Super Mario Galaxy 2,ENEMY_IN
Goomba,Mario Party DS,ENEMY_IN
Goomba,Super Mario 3D Land,ENEMY_IN
Goomba,Mario Party 9,ENEMY_IN
Goomba,New Super Mario Bros. 2,ENEMY_IN
Goomba,Mario Party: Island Tour,ENEMY_IN
Goomba,New Super Mario Bros. U,ENEMY_IN
Goomba,Mario Party 10,ENEMY_IN
Goomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Goomba,Mario Party: Star Rush,ENEMY_IN
Goomba,Super Mario Maker series,ENEMY_IN
Goomba,Super Mario Party,ENEMY_IN
Goomba,Super Mario Run,ENEMY_IN
Goomba,Mario Party Superstars,ENEMY_IN
Goomba,Super Mario Odyssey,ENEMY_IN
Goomba,Super Mario Party Jamboree,ENEMY_IN
Goomba,Super Mario Bros. 35,ENEMY_IN
Goomba,Super Mario Bros. Wonder,ENEMY_IN
Mega Goomba,Super Mario Bros. 3,ENEMY_IN
Mega Goomba,Mario Party 10,ENEMY_IN
Mega Goomba,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Mega Goomba,Mario Party: Star Rush,ENEMY_IN
Mega Goomba,New Super Mario Bros.,ENEMY_IN
Mega Goomba,Super Mario Galaxy,ENEMY_IN
Mega Goomba,New Super Mario Bros. Wii,ENEMY_IN
Mega Goomba,Super Mario Galaxy 2,ENEMY_IN
Mega Goomba,Super Mario 3D Land,ENEMY_IN
Mega Goomba,New Super Mario Bros. U,ENEMY_IN
Mega Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Mega Goomba,Super Mario Bros. Wonder,ENEMY_IN
Gold Goomba,New Super Mario Bros. 2,ENEMY_IN
Gold Goomba,Mario Party 5,ENEMY_IN
Gold Goomba,Super Mario Run,ENEMY_IN
Gold Goomba,Mario Party 6 / Mario Party: The Top 100 / Mario Party Superstars,ENEMY_IN
Gold Goomba,Mario Party 7,ENEMY_IN
Gold Goomba,Mario Party DS,ENEMY_IN
Gold Goomba,Mario Party: Island Tour,ENEMY_IN
Gold Goomba,Super Mario Party,ENEMY_IN
Gold Goomba,Super Mario Party Jamboree,ENEMY_IN
Goomba Tower,Super Mario 3D Land,ENEMY_IN
Goomba Tower,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Goomba Tower,Mario Party 9,ENEMY_IN
Goomba Tower,Mario & Luigi: Paper Jam,ENEMY_IN
Goomba Tower,New Super Mario Bros. 2,ENEMY_IN
Goomba Tower,Mario Kart Tour,ENEMY_IN
Goomba Tower,Mario Party: Island Tour,ENEMY_IN
Goomba Tower,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Goomba Tower,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Goomba Tower,Mario Party 10,ENEMY_IN
Goomba Tower,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Goomba Tower,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Goomba Tower,Mario Party Superstars,ENEMY_IN
Goomba Tower,Mario & Luigi: Brothership,ENEMY_IN
Goomba Tower,Super Mario Odyssey,ENEMY_IN
Goomba Tower,Super Mario Party Jamboree,ENEMY_IN
Innertube Goomba,Mario Kart Tour,ENEMY_IN
Innertube Goomba,Mario Kart 8 Deluxe,ENEMY_IN
Mini Goomba,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Mini Goomba,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Mini Goomba,New Super Mario Bros.,ENEMY_IN
Mini Goomba,Super Mario Galaxy,ENEMY_IN
Mini Goomba,New Super Mario Bros. Wii,ENEMY_IN
Mini Goomba,Super Mario Galaxy 2,ENEMY_IN
Mini Goomba,New Super Mario Bros. 2,ENEMY_IN
Mini Goomba,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Mini Goomba,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Mini Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Mini Goomba,Super Mario Odyssey,ENEMY_IN
Big Paragoomba,Super Mario Galaxy 2,ENEMY_IN
Big Paragoomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Paragoomba,Super Mario Bros. 3,ENEMY_IN
Paragoomba,Mario & Luigi: Paper Jam,ENEMY_IN
Paragoomba,Super Mario World,ENEMY_IN
Paragoomba,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Paragoomba,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Paragoomba,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Paragoomba,New Super Mario Bros.,ENEMY_IN
Paragoomba,New Super Mario Bros. Wii,ENEMY_IN
Paragoomba,Super Mario Galaxy 2,ENEMY_IN
Paragoomba,Super Mario 3D Land,ENEMY_IN
Paragoomba,New Super Mario Bros. 2,ENEMY_IN
Paragoomba,New Super Mario Bros. U,ENEMY_IN
Paragoomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Paragoomba,Super Mario Odyssey,ENEMY_IN
Shoe Goomba,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Shoe Goomba,Mario Kart Tour,ENEMY_IN
Shoe Goomba,Super Mario 3D World,ENEMY_IN
Shoe Goomba,Mario Kart 8 Deluxe,ENEMY_IN
Shoe Goomba,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Shoe Goomba,Super Mario Maker 2,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Dream Team,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Paper Jam,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Big Tail Goomba,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Goombrat,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Goombrat,Mario Party 10,ENEMY_IN
Goombrat,Super Mario Run,ENEMY_IN
Goombrat,Mario Party: Star Rush,ENEMY_IN
Goombrat,Super Mario Maker 2,ENEMY_IN
Goombrat,Super Mario Party Jamboree,ENEMY_IN
Goombrat,Super Mario Bros. Wonder,ENEMY_IN
Green Magikoopa,Mario & Luigi: Dream Team,ENEMY_IN
Green Magikoopa,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Green Magikoopa,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Greenie,Super Mario Maker,ENEMY_IN
Greenie,Super Mario Run,ENEMY_IN
Green Shell,Super Mario World,ENEMY_IN
Green Shell,Super Mario Kart,ENEMY_IN
Green Shell,Mario & Luigi: Partners in Time,ENEMY_IN
Green Shell,Super Mario Galaxy,ENEMY_IN
Green Shell,Mario Kart 64,ENEMY_IN
Green Shell,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Green Shell,Super Mario Galaxy 2,ENEMY_IN
Green Shell,Mario Kart: Double Dash!!,ENEMY_IN
Green Shell,Mario & Luigi: Dream Team,ENEMY_IN
Green Shell,Super Mario 3D Land,ENEMY_IN
Green Shell,Mario Kart DS,ENEMY_IN
Green Shell,Mario & Luigi: Brothership,ENEMY_IN
Green Shell,Mario Kart Wii,ENEMY_IN
Green Shell,Mario Kart 7,ENEMY_IN
Green Shell,Mario Kart 8,ENEMY_IN
Green Shell,Mario Kart Tour,ENEMY_IN
Green Shell,Mario Kart World,ENEMY_IN
Grrrol,Mario Party 10,ENEMY_IN
Grrrol,Super Mario Party,ENEMY_IN
Grrrol,Super Mario Party Jamboree,ENEMY_IN
Hammer Bro,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Hammer Bro,Mario Kart: Super Circuit,ENEMY_IN
Hammer Bro,Mario Party,ENEMY_IN
Hammer Bro,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Hammer Bro,Super Mario Bros. 3,ENEMY_IN
Hammer Bro,Mario Kart Wii,ENEMY_IN
Hammer Bro,Mario Party 2,ENEMY_IN
Hammer Bro,Mario & Luigi: Partners in Time,ENEMY_IN
Hammer Bro,Super Mario World,ENEMY_IN
Hammer Bro,Mario Kart 7,ENEMY_IN
Hammer Bro,Mario Party 3,ENEMY_IN
Hammer Bro,Mario & Luigi: Dream Team,ENEMY_IN
Hammer Bro,New Super Mario Bros.,ENEMY_IN
Hammer Bro,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Hammer Bro,Mario Party 5,ENEMY_IN
Hammer Bro,Mario & Luigi: Paper Jam,ENEMY_IN
Hammer Bro,New Super Mario Bros. Wii,ENEMY_IN
Hammer Bro,Mario Kart Tour,ENEMY_IN
Hammer Bro,Mario Party Advance,ENEMY_IN
Hammer Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Hammer Bro,Super Mario Galaxy 2,ENEMY_IN
Hammer Bro,Mario Kart World,ENEMY_IN
Hammer Bro,Mario Party 7,ENEMY_IN
Hammer Bro,Mario & Luigi: Brothership,ENEMY_IN
Hammer Bro,Super Mario 3D Land,ENEMY_IN
Hammer Bro,Mario Party 8,ENEMY_IN
Hammer Bro,New Super Mario Bros. 2,ENEMY_IN
Hammer Bro,Mario Party DS,ENEMY_IN
Hammer Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Hammer Bro,Mario Party 9,ENEMY_IN
Hammer Bro,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Hammer Bro,Mario Party: Island Tour,ENEMY_IN
Hammer Bro,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Hammer Bro,Mario Party 10,ENEMY_IN
Hammer Bro,Super Mario Odyssey,ENEMY_IN
Hammer Bro,Mario Party: Star Rush,ENEMY_IN
Hammer Bro,Super Mario Bros. Wonder,ENEMY_IN
Hammer Bro,Mario Party: The Top 100,ENEMY_IN
Hammer Bro,Super Mario Party,ENEMY_IN
Hammer Bro,Mario Party Superstars,ENEMY_IN
Hammer Bro,Super Mario Party Jamboree,ENEMY_IN
Hoopster,Yume Kōjō: Doki Doki Panic / Super Mario Bros. 2,ENEMY_IN
Hoopster,Super Mario All-Stars / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Horned Ant Trooper,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Horned Ant Trooper,Mario & Luigi: Paper Jam,ENEMY_IN
Horned Ant Trooper,Super Mario Maker 2,ENEMY_IN
Horned Ant Trooper,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Hothead,Super Mario World,ENEMY_IN
Hothead,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Hothead,Super Mario Bros. Wonder,ENEMY_IN
Huckit Crab,New Super Mario Bros. Wii,ENEMY_IN
Huckit Crab,Mario Party 9,ENEMY_IN
Huckit Crab,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Huckit Crab,Mario Party: Island Tour,ENEMY_IN
Huckit Crab,Mario Party 10,ENEMY_IN
Huckit Crab,Mario Party: Star Rush,ENEMY_IN
Huckit Crab,Super Mario Party,ENEMY_IN
Huckit Crab,Mario Party Superstars,ENEMY_IN
Huckit Crab,Super Mario Party Jamboree,ENEMY_IN
Ice Bro,New Super Mario Bros. Wii,ENEMY_IN
Ice Bro,Mario Kart Tour,ENEMY_IN
Ice Bro,Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Ice Bro,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Ice Bro,Mario Kart 8 Deluxe,ENEMY_IN
Ice Bro,Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Ice Bro,Mario Kart World,ENEMY_IN
Ice Bro,Mario & Luigi: Brothership,ENEMY_IN
Jelectro,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Jelectro,Super Mario Maker series,ENEMY_IN
Jellybeam,New Super Mario Bros. Wii,ENEMY_IN
Jellybeam,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Jellybeam,New Super Mario Bros. U / New Super Mario Bros. U Deluxe,ENEMY_IN
Jellybeam,Mario Kart Tour,ENEMY_IN
Jellybeam,Mario Kart World,ENEMY_IN
Jumping Piranha Plant,Super Mario World,ENEMY_IN
Jumping Piranha Plant,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Jumping Piranha Plant,Super Mario Maker series,ENEMY_IN
King Bill,New Super Mario Bros. Wii,ENEMY_IN
King Bill,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Klepto,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Klepto,Mario Party 3,ENEMY_IN
Klepto,Super Mario Odyssey,ENEMY_IN
Klepto,Mario Party 4,ENEMY_IN
Klepto,Mario Party 5,ENEMY_IN
Klepto,Mario Party 6,ENEMY_IN
Klepto,Mario Party Advance,ENEMY_IN
Klepto,Mario Party 7,ENEMY_IN
Klepto,Mario Party 8,ENEMY_IN
Koopa Paratroopa,Super Mario Bros.,ENEMY_IN
Koopa Paratroopa,Mario Kart: Super Circuit,ENEMY_IN
Koopa Paratroopa,Mario Party 4,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Koopa Paratroopa,Super Mario Bros.: The Lost Levels,ENEMY_IN
Koopa Paratroopa,Mario Kart: Double Dash!!,ENEMY_IN
Koopa Paratroopa,Mario Party 5,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Partners in Time,ENEMY_IN
Koopa Paratroopa,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Koopa Paratroopa,Mario Kart 7,ENEMY_IN
Koopa Paratroopa,Mario Party 6,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Koopa Paratroopa,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Koopa Paratroopa,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Koopa Paratroopa,Mario Party Advance,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Dream Team,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros.,ENEMY_IN
Koopa Paratroopa,Mario Party 8,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Paper Jam,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros. Wii,ENEMY_IN
Koopa Paratroopa,Mario Party: Island Tour,ENEMY_IN
Koopa Paratroopa,Mario & Luigi: Brothership,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros. 2,ENEMY_IN
Koopa Paratroopa,Mario Party: The Top 100,ENEMY_IN
Koopa Paratroopa,New Super Mario Bros. U / New Super Luigi U,ENEMY_IN
Koopa Paratroopa,Super Mario Party,ENEMY_IN
Koopa Paratroopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Koopa Paratroopa,Super Mario Party Jamboree,ENEMY_IN
Koopa Paratroopa,Super Mario Maker series,ENEMY_IN
Koopa Paratroopa,Super Mario Run,ENEMY_IN
Koopa Troopa,Super Mario Bros. / Super Mario Bros.: The Lost Levels,ENEMY_IN
Koopa Troopa,Mario Party,ENEMY_IN
Koopa Troopa,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Koopa Troopa,Super Mario Bros. 2,ENEMY_IN
Koopa Troopa,Mario Party 2,ENEMY_IN
Koopa Troopa,Mario & Luigi: Partners in Time,ENEMY_IN
Koopa Troopa,Super Mario Bros. 3,ENEMY_IN
Koopa Troopa,Mario Party 3,ENEMY_IN
Koopa Troopa,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Koopa Troopa,Super Mario Land,ENEMY_IN
Koopa Troopa,Mario Party 4,ENEMY_IN
Koopa Troopa,Mario & Luigi: Dream Team,ENEMY_IN
Koopa Troopa,Super Mario World,ENEMY_IN
Koopa Troopa,Mario Party 5,ENEMY_IN
Koopa Troopa,Mario & Luigi: Paper Jam,ENEMY_IN
Koopa Troopa,Super Mario Land 2: 6 Golden Coins,ENEMY_IN
Koopa Troopa,Mario Party 6,ENEMY_IN
Koopa Troopa,Mario & Luigi: Brothership,ENEMY_IN
Koopa Troopa,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Koopa Troopa,Mario Party Advance,ENEMY_IN
Koopa Troopa,Super Mario Sunshine,ENEMY_IN
Koopa Troopa,Mario Party 7,ENEMY_IN
Koopa Troopa,New Super Mario Bros.,ENEMY_IN
Koopa Troopa,Mario Party 8,ENEMY_IN
Koopa Troopa,Super Mario Galaxy,ENEMY_IN
Koopa Troopa,Mario Party DS,ENEMY_IN
Koopa Troopa,New Super Mario Bros. Wii,ENEMY_IN
Koopa Troopa,Mario Party 9,ENEMY_IN
Koopa Troopa,Super Mario Galaxy 2,ENEMY_IN
Koopa Troopa,Mario Party: Island Tour,ENEMY_IN
Koopa Troopa,Super Mario 3D Land,ENEMY_IN
Koopa Troopa,Mario Party 10,ENEMY_IN
Koopa Troopa,New Super Mario Bros. 2,ENEMY_IN
Koopa Troopa,Mario Party: Star Rush,ENEMY_IN
Koopa Troopa,New Super Mario Bros. U,ENEMY_IN
Koopa Troopa,Mario Party: The Top 100,ENEMY_IN
Koopa Troopa,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Koopa Troopa,Super Mario Party,ENEMY_IN
Koopa Troopa,Super Mario Maker series,ENEMY_IN
Koopa Troopa,Mario Party Superstars,ENEMY_IN
Koopa Troopa,Super Mario Run,ENEMY_IN
Koopa Troopa,Super Mario Party Jamboree,ENEMY_IN
Koopa Troopa,Super Mario Odyssey,ENEMY_IN
Koopa Troopa,Super Mario Bros. Wonder,ENEMY_IN
Lakitu,Super Mario Bros.,ENEMY_IN
Lakitu,Mario Kart 7,ENEMY_IN
Lakitu,Mario Party,ENEMY_IN
Lakitu,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Lakitu,Super Mario Bros.: The Lost Levels,ENEMY_IN
Lakitu,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Lakitu,Mario Party 2,ENEMY_IN
Lakitu,Mario & Luigi: Partners in Time,ENEMY_IN
Lakitu,Super Mario Bros. (Game & Watch),ENEMY_IN
Lakitu,Mario Kart Arcade GP DX,ENEMY_IN
Lakitu,Mario Party 3,ENEMY_IN
Lakitu,Mario & Luigi: Bowser's Inside Story / Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,ENEMY_IN
Lakitu,Super Mario Bros. 3 / Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
Lakitu,Mario Kart Tour,ENEMY_IN
Lakitu,Mario Party 4,ENEMY_IN
Lakitu,Mario & Luigi: Dream Team,ENEMY_IN
Lakitu,Super Mario World / Super Mario World: Super Mario Advance 2,ENEMY_IN
Lakitu,Mario Kart World,ENEMY_IN
Lakitu,Mario Party-e,ENEMY_IN
Lakitu,Mario & Luigi: Paper Jam,ENEMY_IN
Lakitu,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Lakitu,Mario Party 5,ENEMY_IN
Lakitu,Mario & Luigi: Brothership,ENEMY_IN
Lakitu,New Super Mario Bros.,ENEMY_IN
Lakitu,Mario Party 6,ENEMY_IN
Lakitu,New Super Mario Bros. Wii,ENEMY_IN
Lakitu,Mario Party Advance,ENEMY_IN
Lakitu,Super Mario Galaxy 2,ENEMY_IN
Lakitu,Mario Party 7,ENEMY_IN
Lakitu,New Super Mario Bros. 2,ENEMY_IN
Lakitu,Mario Party 8,ENEMY_IN
Lakitu,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Lakitu,Mario Party 9,ENEMY_IN
Lakitu,Super Mario Maker / Super Mario Maker for Nintendo 3DS / Super Mario Maker 2,ENEMY_IN
Lakitu,Mario Party: Island Tour,ENEMY_IN
Lakitu,Super Mario Run,ENEMY_IN
Lakitu,Mario Party 10,ENEMY_IN
Lakitu,Super Mario Odyssey,ENEMY_IN
Lakitu,Mario Party: Star Rush,ENEMY_IN
Lakitu,Super Mario Bros. Wonder,ENEMY_IN
Lakitu,Mario Party: The Top 100,ENEMY_IN
Lakitu,Super Mario Party,ENEMY_IN
Lakitu,Mario Party Superstars,ENEMY_IN
Lakitu,Super Mario Party Jamboree,ENEMY_IN
Lava Bubble,Super Mario Bros.,ENEMY_IN
Lava Bubble,Mario Party,ENEMY_IN
Lava Bubble,Mario vs. Donkey Kong,ENEMY_IN
Lava Bubble,Mario & Luigi: Superstar Saga / Mario & Luigi: Superstar Saga + Bowser's Minions,ENEMY_IN
Lava Bubble,Super Mario Bros. 3,ENEMY_IN
Lava Bubble,Mario Party 2 / Mario Party Superstars,ENEMY_IN
Lava Bubble,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Lava Bubble,Mario & Luigi: Dream Team,ENEMY_IN
Lava Bubble,Super Mario World,ENEMY_IN
Lava Bubble,Mario Party 3,ENEMY_IN
Lava Bubble,Super Mario 64 / Super Mario 64 DS,ENEMY_IN
Lava Bubble,Mario Party 4,ENEMY_IN
Lava Bubble,New Super Mario Bros.,ENEMY_IN
Lava Bubble,Mario Party 5 / Mario Party: The Top 100,ENEMY_IN
Lava Bubble,Super Mario Galaxy,ENEMY_IN
Lava Bubble,Mario Party 6,ENEMY_IN
Lava Bubble,New Super Mario Bros. Wii,ENEMY_IN
Lava Bubble,Mario Party Advance,ENEMY_IN
Lava Bubble,Super Mario Galaxy 2,ENEMY_IN
Lava Bubble,Mario Party 8,ENEMY_IN
Lava Bubble,Super Mario 3D Land,ENEMY_IN
Lava Bubble,Mario Party 9,ENEMY_IN
Lava Bubble,New Super Mario Bros. 2,ENEMY_IN
Lava Bubble,Mario Party: Island Tour,ENEMY_IN
Lava Bubble,New Super Mario Bros. U / New Super Luigi U / New Super Mario Bros. U Deluxe,ENEMY_IN
Lava Bubble,Mario Party 10,ENEMY_IN
Lava Bubble,Super Mario 3D World / Super Mario 3D World + Bowser's Fury,ENEMY_IN
Lava Bubble,Mario Party: Star Rush,ENEMY_IN
Lava Bubble,Super Mario Maker / Super Mario Maker for Nintendo 3DS,ENEMY_IN
Lava Bubble,Super Mario Party Jamboree,ENEMY_IN
Lava Bubble,Super Mario Run,ENEMY_IN
Lava Bubble,Super Mario Odyssey,ENEMY_IN
Lava Bubble,Super Mario Maker 2,ENEMY_IN
Lava Bubble,Super Mario Bros. Wonder,ENEMY_IN
Lava Geyser,Super Mario Galaxy,ENEMY_IN
Lava Geyser,Mario Kart Wii,ENEMY_IN
Lava Geyser,Mario vs. Donkey Kong,ENEMY_IN
Lava Geyser,New Super Mario Bros. Wii,ENEMY_IN
Lava Geyser,Mario Kart 7,ENEMY_IN
Lava Geyser,Mario vs. Donkey Kong 2: March of the Minis,ENEMY_IN
Lava Geyser,Super Mario Galaxy 2,ENEMY_IN
Lava Geyser,Mario Kart 8 / Mario Kart 8 Deluxe,ENEMY_IN
Lava Geyser,Super Mario 3D Land,ENEMY_IN
Lava Geyser,Mario Kart Tour,ENEMY_IN
Lava Geyser,New Super Mario Bros. U,ENEMY_IN
Lava Geyser,Mario Kart World,ENEMY_IN
Lava Geyser,Super Mario 3D World,ENEMY_IN
Lava Geyser,Super Mario Odyssey,ENEMY_IN
Lava Geyser,Super Mario Bros. Wonder,ENEMY_IN
Li'l Sparky,Super Mario World,ENEMY_IN
Li'l Sparky,Super Mario Advance 4: Super Mario Bros. 3,ENEMY_IN
